location_id,prediction_period_start,admin1_region,admin2_zone,admin3_woreda,risk_probability,risk_prediction,risk_bucket,alert_role,alert_level,source_zone_high_risk_count,source_zone_very_high_count,source_zone_max_risk_probability,source_zone_top_source_woreda,alert_reason
ETH:ET050296,2026-01-01,Somali,Fafan,Kebribayah town,0.59523636,0,high,high_risk_source,high,24,2,0.8036948,Harshin,This woreda is high or very-high risk for the next prediction month.
ETH:8f66754bc5eb,2026-01-01,Sidama,Hawassa City,Hawela Tula,0.59509844,0,high,high_risk_source,high,2,0,0.6828083,Hawassa Town,This woreda is high or very-high risk for the next prediction month.
ETH:e3690528361f,2026-01-01,Oromia,Arsi,Limuna bilbilo,0.5950479,0,high,high_risk_source,high,31,0,0.7121021,Diksis,This woreda is high or very-high risk for the next prediction month.
ETH:d43b054435f4,2026-01-01,South West Ethiopia,Konta,Konta,0.59498054,0,high,high_risk_source,high,4,0,0.6429246,Konta Special Woreda,This woreda is high or very-high risk for the next prediction month.
ETH:e91478a5bde5,2026-01-01,Oromia,West Shoa,DANO,0.59491676,0,high,high_risk_source,high,26,1,0.7930984,Cheliya,This woreda is high or very-high risk for the next prediction month.
ETH:9fb85115c4d2,2026-01-01,Oromia,West Shoa,META ROBI,0.59488106,0,high,high_risk_source,high,26,1,0.7930984,Cheliya,This woreda is high or very-high risk for the next prediction month.
ETH:ET030307,2026-01-01,Amhara,North Wello,Guba Lafto,0.594846,0,high,high_risk_source,high,13,1,0.7784336,Bugna,This woreda is high or very-high risk for the next prediction month.
ETH:ET040109,2026-01-01,Oromia,West Wellega,Gudetu Kondole,0.5948387,0,high,high_risk_source,high,19,1,0.7688439,Mendi Town,This woreda is high or very-high risk for the next prediction month.
ETH:ET110209,2026-01-01,South West Ethiopia,Kefa,Chena,0.59477305,0,high,high_risk_source,high,19,0,0.6822803,Bita,This woreda is high or very-high risk for the next prediction month.
ETH:38df605a4e6b,2026-01-01,Oromia,South West Shoa,Dawo,0.59452236,0,high,high_risk_source,high,11,0,0.69034,Ilu,This woreda is high or very-high risk for the next prediction month.
ETH:629134d42092,2026-01-01,Somali,Korahe,Kebridahar,0.5943729,0,high,high_risk_source,high,7,0,0.74198145,Shilabo,This woreda is high or very-high risk for the next prediction month.
ETH:cf5b56a6ed9f,2026-01-01,Amhara,N Wello,Dawunit,0.59428835,0,high,high_risk_source,high,9,0,0.6674015,Woldia,This woreda is high or very-high risk for the next prediction month.
ETH:b579381be670,2026-01-01,Oromia,SW Shoa,Ilu,0.5941421,0,high,high_risk_source,high,9,0,0.64567447,Dawo,This woreda is high or very-high risk for the next prediction month.
ETH:d2883f9ad1c9,2026-01-01,Central Ethiopia,Silite,Misrak Azenet Berbere,0.59384054,0,high,high_risk_source,high,8,0,0.6685696,Tora town,This woreda is high or very-high risk for the next prediction month.
ETH:85d1da1f826b,2026-01-01,Sidama,Sidama,Hulla,0.5937977,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:f8291c0189d1,2026-01-01,Somali,Dawa,Mubarak,0.593749,0,high,high_risk_source,high,4,0,0.6579683,Moyale (SM),This woreda is high or very-high risk for the next prediction month.
ETH:cfba6a7244e5,2026-01-01,Oromia,East Harerghe,META,0.5936816,0,high,high_risk_source,high,16,0,0.68379,Kombolcha,This woreda is high or very-high risk for the next prediction month.
ETH:798bba5f6493,2026-01-01,Sidama,Central Sidama,Arbegona,0.5934445,0,high,high_risk_source,high,6,0,0.67127925,DALE,This woreda is high or very-high risk for the next prediction month.
ETH:38d7a920cc0b,2026-01-01,Hareri,Jinela,Jinela,0.59325314,0,high,high_risk_source,high,1,0,0.59325314,Jinela,This woreda is high or very-high risk for the next prediction month.
ETH:5499429828d2,2026-01-01,Amhara,Wag Himra,Gaz Gibla,0.5931655,0,high,high_risk_source,high,10,0,0.7318248,Dehana,This woreda is high or very-high risk for the next prediction month.
ETH:3c96eb39510b,2026-01-01,Oromia,N Shoa,Abichuna Gnea,0.5929669,0,high,high_risk_source,high,10,0,0.6684717,Deraa,This woreda is high or very-high risk for the next prediction month.
ETH:bc2bdbb8bf20,2026-01-01,Afar,Afar 1,Mile,0.59271073,0,high,high_risk_source,high,11,0,0.69969416,Ayssaita,This woreda is high or very-high risk for the next prediction month.
ETH:ET040297,2026-01-01,Oromia,East Wellega,Nekemte town,0.5921505,0,high,high_risk_source,high,18,0,0.73520285,Sibu Sire,This woreda is high or very-high risk for the next prediction month.
ETH:b586a340383f,2026-01-01,Oromia,SW Shoa,Weliso,0.59170425,0,high,high_risk_source,high,9,0,0.64567447,Dawo,This woreda is high or very-high risk for the next prediction month.
ETH:a6605f6eaaae,2026-01-01,Amhara,North Gojjam,Gonji Kolela,0.5915332,0,high,high_risk_source,high,5,1,0.76734734,South Achefer,This woreda is high or very-high risk for the next prediction month.
ETH:fccb0fff4d22,2026-01-01,SNNPR,Hadiya,Shahsego,0.5914527,0,high,high_risk_source,high,14,0,0.6571618,Lemo,This woreda is high or very-high risk for the next prediction month.
ETH:ET041016,2026-01-01,Oromia,East Hararge,Girawa,0.5913884,0,high,high_risk_source,high,10,0,0.63340354,Meyu Muleke,This woreda is high or very-high risk for the next prediction month.
ETH:b46e81d05101,2026-01-01,SNNPR,Gamo,Kemba,0.5913301,0,high,high_risk_source,high,17,0,0.6436656,Kemba Town Admin,This woreda is high or very-high risk for the next prediction month.
ETH:847b3f7bdad3,2026-01-01,Amhara,S Gonder,Libo kemkem,0.59127724,0,high,high_risk_source,high,10,0,0.62539005,Sedie Muja,This woreda is high or very-high risk for the next prediction month.
ETH:3c94f7cd1e2b,2026-01-01,Amhara,C Gonder,Gondar Zuriya,0.5912745,0,high,high_risk_source,high,7,1,0.78297824,East Belesa,This woreda is high or very-high risk for the next prediction month.
ETH:a60baa6f483f,2026-01-01,Amhara,North Gojjam,Yilmana Densa,0.5912302,0,high,high_risk_source,high,5,1,0.76734734,South Achefer,This woreda is high or very-high risk for the next prediction month.
ETH:4942954827f6,2026-01-01,Oromia,N Shoa,Were Jarso,0.5909763,0,high,high_risk_source,high,10,0,0.6684717,Deraa,This woreda is high or very-high risk for the next prediction month.
ETH:ET040114,2026-01-01,Oromia,West Wellega,Haru,0.5908567,0,high,high_risk_source,high,19,1,0.7688439,Mendi Town,This woreda is high or very-high risk for the next prediction month.
ETH:71b048b55e53,2026-01-01,Oromia,E Harerghe,Fedis,0.5907103,0,high,high_risk_source,high,17,0,0.7248752,Chinaksen,This woreda is high or very-high risk for the next prediction month.
ETH:f1a9f1d56300,2026-01-01,Oromia,East Harerghe,KOMBOLCHA,0.59057796,0,high,high_risk_source,high,16,0,0.68379,Kombolcha,This woreda is high or very-high risk for the next prediction month.
ETH:3457328694e5,2026-01-01,Somali,Jarar,Dagah Madow,0.5904491,0,high,high_risk_source,high,15,1,0.77285266,Gashamo,This woreda is high or very-high risk for the next prediction month.
ETH:ET041408,2026-01-01,Oromia,GUJI,Dama,0.5904257,0,high,high_risk_source,high,3,0,0.71213704,Odo Shakiso,This woreda is high or very-high risk for the next prediction month.
ETH:63ffd8a5f31d,2026-01-01,Amhara,WTSH,Kafta Humera (AM),0.59035134,0,high,high_risk_source,high,3,0,0.63861597,Setit Humera,This woreda is high or very-high risk for the next prediction month.
ETH:1f907931a548,2026-01-01,Amhara,N Wello,Bugna,0.59026253,0,high,high_risk_source,high,9,0,0.6674015,Woldia,This woreda is high or very-high risk for the next prediction month.
ETH:ET040310,2026-01-01,Oromia,Ilu Aba Bora,Metu Zuria,0.5902511,0,high,high_risk_source,high,17,0,0.6933313,Darimu,This woreda is high or very-high risk for the next prediction month.
ETH:66d9fb9101e7,2026-01-01,Somali,Siti,Hadigale,0.59024596,0,high,high_risk_source,high,10,0,0.719128,Dembel,This woreda is high or very-high risk for the next prediction month.
ETH:5aeffb1149d5,2026-01-01,Oromia,East Harerghe,Goro Muti,0.59017634,0,high,high_risk_source,high,16,0,0.68379,Kombolcha,This woreda is high or very-high risk for the next prediction month.
ETH:f95da3eafebf,2026-01-01,Oromia,West Arsi,Shashemene Zuria,0.5897262,0,high,high_risk_source,high,17,2,0.78760237,Siraro,This woreda is high or very-high risk for the next prediction month.
ETH:060537a639be,2026-01-01,SNNPR,Wolayta,Bayera Koisha,0.5892345,0,high,high_risk_source,high,15,0,0.64755994,Ofa,This woreda is high or very-high risk for the next prediction month.
ETH:d719787385ca,2026-01-01,Sidama,Sidama,Wondo-Genet town,0.5888713,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:bfcd05d49391,2026-01-01,Amhara,S Wello,Kutaber,0.5888631,0,high,high_risk_source,high,4,0,0.5888631,Kutaber,This woreda is high or very-high risk for the next prediction month.
ETH:75781b8a4203,2026-01-01,Oromia,West Shoa,Ejere /Addis Alem,0.5885209,0,high,high_risk_source,high,26,1,0.7930984,Cheliya,This woreda is high or very-high risk for the next prediction month.
ETH:ET070302,2026-01-01,Central Ethiopia,Kembata,ANGACHA,0.5883019,0,high,high_risk_source,high,5,0,0.628476,Kacha Bira,This woreda is high or very-high risk for the next prediction month.
ETH:02fbf4fc6b07,2026-01-01,SNNPR,Gedeo,Kochere,0.58827704,0,high,high_risk_source,high,13,0,0.6789766,Chelekleketu,This woreda is high or very-high risk for the next prediction month.
ETH:aa3f72ef7e30,2026-01-01,SNNPR,Gamo,Garda Martha,0.5881013,0,high,high_risk_source,high,17,0,0.6436656,Kemba Town Admin,This woreda is high or very-high risk for the next prediction month.
ETH:ET042106,2026-01-01,Oromia,East Bale,Dawe Ketchen,0.58774596,0,high,high_risk_source,high,8,0,0.7246736,Rayitu,This woreda is high or very-high risk for the next prediction month.
ETH:83d05295b3ce,2026-01-01,Amhara,S Gonder,Dera,0.58762527,0,high,high_risk_source,high,10,0,0.62539005,Sedie Muja,This woreda is high or very-high risk for the next prediction month.
ETH:200266da2326,2026-01-01,Oromia,Horo Guduru,Amuru,0.5876019,0,high,high_risk_source,high,16,0,0.70196134,Sulula Fincha,This woreda is high or very-high risk for the next prediction month.
ETH:0eb367053831,2026-01-01,Amhara,S Gonder,Farta,0.5873875,0,high,high_risk_source,high,10,0,0.62539005,Sedie Muja,This woreda is high or very-high risk for the next prediction month.
ETH:ET110307,2026-01-01,South West Ethiopia,Bench Sheko,Mizan Aman town,0.5873159,0,high,high_risk_source,high,10,0,0.70445174,Gurafereda,This woreda is high or very-high risk for the next prediction month.
ETH:776d47f0b10e,2026-01-01,Amhara,Oromiya,Dewa chefa,0.5873056,0,high,high_risk_source,high,14,1,0.8324774,Jilye Tumuga,This woreda is high or very-high risk for the next prediction month.
ETH:180a0343374e,2026-01-01,Amhara,Debre Tabor town,Debre Tabor town,0.5872969,0,high,high_risk_source,high,1,0,0.5872969,Debre Tabor town,This woreda is high or very-high risk for the next prediction month.
ETH:d04bda405f69,2026-01-01,Amhara,E Gojjam,Enebse Sar Midir,0.58709836,0,high,high_risk_source,high,15,0,0.6851867,Awabel,This woreda is high or very-high risk for the next prediction month.
ETH:c3682f5def7b,2026-01-01,Somali,Jarar,Dagah Bur City,0.5869021,0,high,high_risk_source,high,15,1,0.77285266,Gashamo,This woreda is high or very-high risk for the next prediction month.
ETH:c765d0d5032e,2026-01-01,Afar,Afar 2,Bidu,0.5866736,0,high,high_risk_source,high,5,0,0.69612896,Abaala,This woreda is high or very-high risk for the next prediction month.
ETH:2ab0123751e2,2026-01-01,Oromia,W Harerghe,Mieso,0.58649635,0,high,high_risk_source,high,9,0,0.67082596,Tulo,This woreda is high or very-high risk for the next prediction month.
ETH:ET041305,2026-01-01,Oromia,South West Shewa,Ilu,0.5864828,0,high,high_risk_source,high,8,0,0.5864828,Ilu,This woreda is high or very-high risk for the next prediction month.
ETH:ET110308,2026-01-01,South West Ethiopia,Bench Sheko,Size town,0.5855504,0,high,high_risk_source,high,10,0,0.70445174,Gurafereda,This woreda is high or very-high risk for the next prediction month.
ETH:3bde1b336af5,2026-01-01,Amhara,Waghimra,Sahila,0.5854334,0,high,high_risk_source,high,8,0,0.69610274,Gaz Gibla,This woreda is high or very-high risk for the next prediction month.
ETH:28e6338c19d8,2026-01-01,Oromia,East Shoa,Liben Chukala,0.5852019,0,high,high_risk_source,high,16,1,0.7663057,Adama,This woreda is high or very-high risk for the next prediction month.
ETH:93113c853960,2026-01-01,Oromia,Arsi,Gololcha,0.5851695,0,high,high_risk_source,high,31,0,0.7121021,Diksis,This woreda is high or very-high risk for the next prediction month.
ETH:116ba77de2c2,2026-01-01,SNNPR,Gamo,Boreda,0.58500344,0,high,high_risk_source,high,17,0,0.6436656,Kemba Town Admin,This woreda is high or very-high risk for the next prediction month.
ETH:0dd798ea213e,2026-01-01,Sidama,Southern Sidama,Dara Otilcho,0.5846849,0,high,high_risk_source,high,11,0,0.6876911,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:ce2f4b53cf68,2026-01-01,Oromia,West Shoa,Liban Jawi,0.5846688,0,high,high_risk_source,high,26,1,0.7930984,Cheliya,This woreda is high or very-high risk for the next prediction month.
ETH:ET071403,2026-01-01,Central Ethiopia,Halaba,Atote Ulo,0.5845229,0,high,high_risk_source,high,4,0,0.6251976,Halaba Kulito town,This woreda is high or very-high risk for the next prediction month.
ETH:ET041314,2026-01-01,Oromia,South West Shewa,Sodo Daci,0.58428144,0,high,high_risk_source,high,8,0,0.5864828,Ilu,This woreda is high or very-high risk for the next prediction month.
ETH:6147def4365f,2026-01-01,Amhara,South Gonder,Ebenat,0.5841589,0,high,high_risk_source,high,16,1,0.7791149,Woreta town,This woreda is high or very-high risk for the next prediction month.
ETH:ET041709,2026-01-01,Oromia,West Arsi,Nenesebo,0.5837579,0,high,high_risk_source,high,17,2,0.78760237,Siraro,This woreda is high or very-high risk for the next prediction month.
ETH:45b6cbf71bb8,2026-01-01,Hareri,Hakim,Hakim,0.5836782,0,high,high_risk_source,high,1,0,0.5836782,Hakim,This woreda is high or very-high risk for the next prediction month.
ETH:92606726fd6d,2026-01-01,Amhara,W Gojjam,Mecha North,0.5836268,0,high,high_risk_source,high,14,0,0.72052395,North Achefer,This woreda is high or very-high risk for the next prediction month.
ETH:ET110201,2026-01-01,South West Ethiopia,Kefa,Saylem,0.58322304,0,high,high_risk_source,high,19,0,0.6822803,Bita,This woreda is high or very-high risk for the next prediction month.
ETH:ET110213,2026-01-01,South West Ethiopia,Kefa,Shisho Ande,0.5830661,0,high,high_risk_source,high,19,0,0.6822803,Bita,This woreda is high or very-high risk for the next prediction month.
ETH:c334a2b76947,2026-01-01,Benishangul Gumuz,Asossa,MENGE,0.5830299,0,high,high_risk_source,high,9,0,0.6553635,Bilidigilu,This woreda is high or very-high risk for the next prediction month.
ETH:99a2d34ff2c6,2026-01-01,Afar,Afar 3,Arguba,0.5827765,0,high,high_risk_source,high,7,0,0.6939091,Awash town,This woreda is high or very-high risk for the next prediction month.
ETH:516a921bc298,2026-01-01,Amhara,West Gojjam,Finote Selam town,0.5822797,0,high,high_risk_source,high,15,1,0.8326402,Jabi Tehnan,This woreda is high or very-high risk for the next prediction month.
ETH:ET070310,2026-01-01,Central Ethiopia,Kembata,Shinshincho town,0.5818533,0,high,high_risk_source,high,5,0,0.628476,Kacha Bira,This woreda is high or very-high risk for the next prediction month.
ETH:a7ba20828c4a,2026-01-01,Oromia,Burayu Town,Burayu Town,0.5818311,0,high,high_risk_source,high,1,0,0.5818311,Burayu Town,This woreda is high or very-high risk for the next prediction month.
ETH:44dcc71fc099,2026-01-01,Gambella,Gambela Town,Gambela town,0.58176935,0,high,high_risk_source,high,1,0,0.58176935,Gambela town,This woreda is high or very-high risk for the next prediction month.
ETH:1cf2033e814e,2026-01-01,Oromia,West Shoa,Ginde Beret,0.58147144,0,high,high_risk_source,high,26,1,0.7930984,Cheliya,This woreda is high or very-high risk for the next prediction month.
ETH:2b5df669f0a7,2026-01-01,Sidama,Sidama,Arbegona,0.5813528,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:839bb5a9c22f,2026-01-01,Sidama,Sidama,Bilate Zuria,0.5811686,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:3e63a5f8739f,2026-01-01,Sidama,Northern Sidama,Gorche,0.5809903,0,high,high_risk_source,high,11,0,0.7484374,Borricha,This woreda is high or very-high risk for the next prediction month.
ETH:049522f7d416,2026-01-01,Oromia,East Harerghe,Girawa,0.5808865,0,high,high_risk_source,high,16,0,0.68379,Kombolcha,This woreda is high or very-high risk for the next prediction month.
ETH:dd470e4ef0a8,2026-01-01,Oromia,Jimma,Omonada,0.5808599,0,high,high_risk_source,high,25,0,0.6989568,Limu Seka,This woreda is high or very-high risk for the next prediction month.
ETH:4d83c73a2814,2026-01-01,Amhara,West Gojjam,Quarit,0.5808175,0,high,high_risk_source,high,15,1,0.8326402,Jabi Tehnan,This woreda is high or very-high risk for the next prediction month.
ETH:7678281dc3fa,2026-01-01,Oromia,East Harerghe,Babile (OR),0.5807938,0,high,high_risk_source,high,16,0,0.68379,Kombolcha,This woreda is high or very-high risk for the next prediction month.
ETH:c8b6b54c8ac8,2026-01-01,Oromia,N Shoa,Hidabu Abote,0.5793508,0,high,high_risk_source,high,10,0,0.6684717,Deraa,This woreda is high or very-high risk for the next prediction month.
ETH:b1c690462010,2026-01-01,Amhara,N Wello,Angot,0.5793006,0,high,high_risk_source,high,9,0,0.6674015,Woldia,This woreda is high or very-high risk for the next prediction month.
ETH:ET070312,2026-01-01,Central Ethiopia,Kembata,Hadero town,0.57919455,0,high,high_risk_source,high,5,0,0.628476,Kacha Bira,This woreda is high or very-high risk for the next prediction month.
ETH:82250ccdd1e7,2026-01-01,Dire Dawa,Jeldessa,Jeldessa,0.5791833,0,high,high_risk_source,high,1,0,0.5791833,Jeldessa,This woreda is high or very-high risk for the next prediction month.
ETH:f63bb6fda093,2026-01-01,SNNPR,Hadiya,West Badewacho,0.5791413,0,high,high_risk_source,high,14,0,0.6571618,Lemo,This woreda is high or very-high risk for the next prediction month.
ETH:315a1124b0c8,2026-01-01,Oromia,West Shoa,Meta Robi,0.5788142,0,high,high_risk_source,high,26,1,0.7930984,Cheliya,This woreda is high or very-high risk for the next prediction month.
ETH:49ed68e695d0,2026-01-01,Oromia,Borena,Dillo,0.5787796,0,high,high_risk_source,high,17,2,0.76752776,Teltale,This woreda is high or very-high risk for the next prediction month.
ETH:0067874dbb68,2026-01-01,Oromia,Bale,Goro,0.5782443,0,high,high_risk_source,high,18,2,0.98416394,Goro (Bale),This woreda is high or very-high risk for the next prediction month.
ETH:30373b7e7a0c,2026-01-01,Sidama,Northern Sidama,Bursa,0.5781166,0,high,high_risk_source,high,11,0,0.7484374,Borricha,This woreda is high or very-high risk for the next prediction month.
ETH:572419e4f131,2026-01-01,Sidama,Sidama,Darara,0.5779606,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:69b831079349,2026-01-01,Oromia,South West Shoa,Sebeta Hawas,0.5775365,0,high,high_risk_source,high,11,0,0.69034,Ilu,This woreda is high or very-high risk for the next prediction month.
ETH:f3bcabbee2fd,2026-01-01,Oromia,Buno Bedele,Chora,0.5773697,0,high,high_risk_source,high,12,0,0.7092342,Chora (Buno Bedele),This woreda is high or very-high risk for the next prediction month.
ETH:ET040418,2026-01-01,Oromia,Jimma,Jimma town,0.5770766,0,high,high_risk_source,high,25,0,0.6989568,Limu Seka,This woreda is high or very-high risk for the next prediction month.
ETH:629e95a2b892,2026-01-01,Oromia,E Harerghe,Meyu Muleke,0.57703406,0,high,high_risk_source,high,17,0,0.7248752,Chinaksen,This woreda is high or very-high risk for the next prediction month.
ETH:3891c60fd61c,2026-01-01,SNNPR,Wolayta,Tebela town,0.57669836,0,high,high_risk_source,high,15,0,0.64755994,Ofa,This woreda is high or very-high risk for the next prediction month.
ETH:f47ba16be39e,2026-01-01,Benishangul Gumuz,Asossa,Bambasi,0.5766028,0,high,high_risk_source,high,9,0,0.6553635,Bilidigilu,This woreda is high or very-high risk for the next prediction month.
ETH:377c49d4b2d8,2026-01-01,Oromia,Ilu Aba Bora,Alee,0.5765651,0,high,high_risk_source,high,17,0,0.6933313,Darimu,This woreda is high or very-high risk for the next prediction month.
ETH:8826e404451c,2026-01-01,Oromia,SW Shoa,Becho,0.57646066,0,high,high_risk_source,high,9,0,0.64567447,Dawo,This woreda is high or very-high risk for the next prediction month.
ETH:f9622e6e8905,2026-01-01,SNNPR,Amaro Special Woreda,Amaro Special Woreda,0.57628703,0,high,high_risk_source,high,1,0,0.57628703,Amaro Special Woreda,This woreda is high or very-high risk for the next prediction month.
ETH:41c84523b89d,2026-01-01,Benishangul Gumuz,Asossa,Abramo,0.575807,0,high,high_risk_source,high,9,0,0.6553635,Bilidigilu,This woreda is high or very-high risk for the next prediction month.
ETH:ab7d3f446920,2026-01-01,SNNPR,Halaba,Weeraa Dijjoo,0.5757895,0,high,high_risk_source,high,1,0,0.5757895,Weeraa Dijjoo,This woreda is high or very-high risk for the next prediction month.
ETH:c89c3e65cdf2,2026-01-01,Amhara,E Gojjam,Dejen,0.57522285,0,high,high_risk_source,high,15,0,0.6851867,Awabel,This woreda is high or very-high risk for the next prediction month.
ETH:e12b13432982,2026-01-01,Central Ethiopia,Silite,Mierab Azenet Berbere,0.5752196,0,high,high_risk_source,high,8,0,0.6685696,Tora town,This woreda is high or very-high risk for the next prediction month.
ETH:fc5a3ec16024,2026-01-01,Oromia,Finfine Zuria,Welmera,0.57512146,0,high,high_risk_source,high,9,0,0.6879993,Sebeta Hawas,This woreda is high or very-high risk for the next prediction month.
ETH:ET040201,2026-01-01,Oromia,East Wellega,Limu (OR),0.57508814,0,high,high_risk_source,high,18,0,0.73520285,Sibu Sire,This woreda is high or very-high risk for the next prediction month.
ETH:78faa85cee4d,2026-01-01,Oromia,W Harerghe,Habro,0.5746941,0,high,high_risk_source,high,9,0,0.67082596,Tulo,This woreda is high or very-high risk for the next prediction month.
ETH:90274b7de866,2026-01-01,Sidama,Sidama,Chire,0.5746045,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:8229c7564979,2026-01-01,Oromia,Arsi,Enkelo wabe,0.5745588,0,high,high_risk_source,high,31,0,0.7121021,Diksis,This woreda is high or very-high risk for the next prediction month.
ETH:9fd229fd0b4f,2026-01-01,Sidama,Sidama,Bura,0.5741523,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:697ec0ca389d,2026-01-01,SNNPR,Gedeo,Wonago,0.5740952,0,high,high_risk_source,high,13,0,0.6789766,Chelekleketu,This woreda is high or very-high risk for the next prediction month.
ETH:dbc05fa667f0,2026-01-01,Oromia,East Shoa,Modjo Town,0.5740497,0,high,high_risk_source,high,16,1,0.7663057,Adama,This woreda is high or very-high risk for the next prediction month.
ETH:6e3d28af6ebe,2026-01-01,Amhara,Western Tigray,Tsegede (TG),0.5739516,0,high,high_risk_source,high,2,0,0.64105684,Awra (TG),This woreda is high or very-high risk for the next prediction month.
ETH:89a01ede26be,2026-01-01,Dire Dawa,Legehare,Legehare,0.57383657,0,high,high_risk_source,high,1,0,0.57383657,Legehare,This woreda is high or very-high risk for the next prediction month.
ETH:ET110509,2026-01-01,South West Ethiopia,West Omo,Bachuma Town,0.5735736,0,high,high_risk_source,high,8,0,0.6910518,Maji,This woreda is high or very-high risk for the next prediction month.
ETH:ET070216,2026-01-01,Central Ethiopia,Hadiya,Siraro Badawacho,0.573472,0,high,high_risk_source,high,9,0,0.67377245,Shone Town,This woreda is high or very-high risk for the next prediction month.
ETH:8ff98b9a0513,2026-01-01,Oromia,Borena,moyale,0.5734362,0,high,high_risk_source,high,17,2,0.76752776,Teltale,This woreda is high or very-high risk for the next prediction month.
ETH:c8c926f24714,2026-01-01,Oromia,Sendafa Town,Sendafa Bake Town,0.57337755,0,high,high_risk_source,high,1,0,0.57337755,Sendafa Bake Town,This woreda is high or very-high risk for the next prediction month.
ETH:0721bea79d46,2026-01-01,Oromia,E Shoa,Dugda,0.5732377,0,high,high_risk_source,high,9,0,0.6447291,Adama Zuriya,This woreda is high or very-high risk for the next prediction month.
ETH:38a80884db3a,2026-01-01,Oromia,Jimma,Guma,0.5731976,0,high,high_risk_source,high,25,0,0.6989568,Limu Seka,This woreda is high or very-high risk for the next prediction month.
ETH:5ceb017e688c,2026-01-01,Sidama,Sidama,Hula,0.573189,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:488c062ef71d,2026-01-01,Sidama,Sidama,Hawasa town,0.5727985,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:ET040820,2026-01-01,Oromia,Arsi,Sire,0.5727174,0,high,high_risk_source,high,31,0,0.7121021,Diksis,This woreda is high or very-high risk for the next prediction month.
ETH:ET110503,2026-01-01,South West Ethiopia,West Omo,Gori Gesha,0.5726928,0,high,high_risk_source,high,8,0,0.6910518,Maji,This woreda is high or very-high risk for the next prediction month.
ETH:0b4530da066b,2026-01-01,Afar,Afar 1,Samara Logiya CA,0.57240385,0,high,high_risk_source,high,11,0,0.69969416,Ayssaita,This woreda is high or very-high risk for the next prediction month.
ETH:a61e756c18ca,2026-01-01,South West Ethiopia,Kefa,Tello,0.57225037,0,high,high_risk_source,high,19,0,0.6822803,Bita,This woreda is high or very-high risk for the next prediction month.
ETH:70136669f1e7,2026-01-01,Oromia,Jimma town,Jimma town,0.5721973,0,high,high_risk_source,high,1,0,0.5721973,Jimma town,This woreda is high or very-high risk for the next prediction month.
ETH:ET040414,2026-01-01,Oromia,Jimma,Shebe Sambo,0.572142,0,high,high_risk_source,high,25,0,0.6989568,Limu Seka,This woreda is high or very-high risk for the next prediction month.
ETH:ET041799,2026-01-01,Oromia,West Arsi,Arsi Negele town,0.57193387,0,high,high_risk_source,high,17,2,0.78760237,Siraro,This woreda is high or very-high risk for the next prediction month.
ETH:ba22c1f50fa3,2026-01-01,Amhara,N Shewa,Efrat Gidm,0.5718766,0,high,high_risk_source,high,12,0,0.61323196,Mojana wedra,This woreda is high or very-high risk for the next prediction month.
ETH:a919422b68cd,2026-01-01,SNNPR,Hadiya,Gibe,0.5718339,0,high,high_risk_source,high,14,0,0.6571618,Lemo,This woreda is high or very-high risk for the next prediction month.
ETH:ET030905,2026-01-01,Amhara,Awi,Fagta Lakoma,0.5716231,0,high,high_risk_source,high,16,0,0.72336924,Jawi,This woreda is high or very-high risk for the next prediction month.
ETH:42b8a9e9c426,2026-01-01,Afar,Afar 1,Mille,0.5714032,0,high,high_risk_source,high,11,0,0.69969416,Ayssaita,This woreda is high or very-high risk for the next prediction month.
ETH:ET110105,2026-01-01,South West Ethiopia,Sheka,Masha Town,0.5712818,0,high,high_risk_source,high,5,1,0.82484925,Tepi,This woreda is high or very-high risk for the next prediction month.
ETH:6ef9d323794d,2026-01-01,Oromia,Arsi,Ticho,0.5712117,0,high,high_risk_source,high,31,0,0.7121021,Diksis,This woreda is high or very-high risk for the next prediction month.
ETH:564022d53495,2026-01-01,Dire Dawa,Gende Kore,Gende Kore,0.57096195,0,high,high_risk_source,high,1,0,0.57096195,Gende Kore,This woreda is high or very-high risk for the next prediction month.
ETH:55cf87c33765,2026-01-01,Amhara,N Wello,Habru,0.57087857,0,high,high_risk_source,high,9,0,0.6674015,Woldia,This woreda is high or very-high risk for the next prediction month.
